,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
8545,33,Male,No,Two Year,No,60,175.0,454.0
8546,77,Male,No,Month-to-Month,No,71,117.5,508.0
8547,79,Male,No,Two Year,No,62,222.6,506.0
8548,53,Male,No,Month-to-Month,Yes,67,175.0,532.0
8549,44,Female,No,Month-to-Month,Yes,65,220.0,507.0
8550,77,Female,No,Month-to-Month,Yes,53,112.5,352.0
8551,43,Male,No,Month-to-Month,No,68,147.5,544.0
8552,82,Male,No,Two Year,Yes,45,125.0,351.0
8553,41,Male,Yes,Month-to-Month,Yes,65,235.2,539.0
8554,64,Female,No,Month-to-Month,Yes,63,95.0,471.0
8555,33,Male,No,One year,Yes,65,162.5,517.0
8556,19,Male,No,Month-to-Month,Yes,67,169.9,497.0
8557,75,Female,No,Two Year,Yes,62,140.0,451.0
8558,78,Female,No,Two Year,No,48,215.0,362.0
8559,63,Male,No,Two Year,Yes,62,200.1,481.0
8560,87,Female,No,One year,Yes,64,162.5,495.0
8561,72,Female,No,Month-to-Month,Yes,58,175.0,428.0
8562,70,Male,No,Two Year,Yes,63,115.0,445.0
8563,61,Male,Yes,Month-to-Month,Yes,49,152.5,399.0
8564,56,Female,No,Month-to-Month,Yes,65,172.4,472.0
8565,67,Female,No,One year,No,61,252.6,466.0
8566,89,Male,No,Two Year,Yes,61,162.5,430.0
8567,81,Male,No,Two Year,No,54,92.5,375.0
8568,84,Female,Yes,Month-to-Month,No,44,212.6,372.0
8569,77,Female,No,Month-to-Month,No,65,197.5,485.0
8570,20,Female,No,Two Year,Yes,39,117.5,318.0
8571,28,Female,No,One year,Yes,36,112.5,258.0
8572,28,Female,No,Month-to-Month,Yes,61,162.5,485.0
8573,39,Female,No,One year,No,49,95.0,348.0
8574,64,Male,No,Month-to-Month,Yes,59,215.0,436.0
8575,25,Female,No,One year,Yes,72,215.0,526.0
8576,48,Female,No,One year,Yes,41,172.5,312.0
8577,80,Female,No,Month-to-Month,No,71,152.5,497.0
8578,33,Male,No,Month-to-Month,No,67,137.5,490.0
8579,66,Female,No,Month-to-Month,Yes,59,137.5,425.0
8580,25,Female,No,Month-to-Month,Yes,63,92.5,476.0
8581,70,Male,No,Two Year,Yes,62,147.5,437.0
8582,33,Female,No,Month-to-Month,No,65,185.0,491.0
8583,31,Male,No,Two Year,Yes,64,105.0,465.0
8584,66,Female,No,One year,No,52,242.6,403.0
8585,49,Male,No,Month-to-Month,No,49,175.0,400.0
8586,79,Female,No,Two Year,Yes,67,175.0,490.0
8587,77,Female,No,Month-to-Month,Yes,72,207.6,519.0
8588,23,Male,No,One year,No,71,252.6,546.0
8589,63,Female,No,Month-to-Month,Yes,48,185.0,363.0
8590,86,Female,No,Month-to-Month,Yes,46,115.0,343.0
8591,89,Female,No,Month-to-Month,Yes,70,167.5,489.0
8592,58,Female,No,Month-to-Month,No,71,245.2,564.0
8593,40,Male,No,Two Year,No,57,275.1,452.0
8594,62,Female,No,Month-to-Month,Yes,67,252.6,511.0
8595,38,Female,No,Two Year,No,65,187.7,498.0
8596,88,Male,No,Two Year,Yes,59,252.6,442.0
8597,87,Male,No,Month-to-Month,Yes,64,145.0,443.0
8598,53,Female,No,One year,Yes,56,135.0,418.0
8599,78,Female,No,Month-to-Month,No,65,202.4,468.0
8600,45,Female,No,Month-to-Month,Yes,71,162.5,557.0
8601,58,Female,No,Two Year,Yes,59,182.5,430.0
8602,83,Male,No,One year,Yes,43,105.0,335.0
8603,38,Male,No,Two Year,No,72,192.4,537.0
8604,40,Male,No,Two Year,Yes,67,160.0,490.0
8605,49,Female,No,Month-to-Month,Yes,69,160.0,492.0
8606,44,Female,No,Two Year,Yes,50,115.0,366.0
8607,84,Female,No,One year,No,70,172.5,506.0
8608,88,Female,No,Month-to-Month,Yes,69,147.5,471.0
8609,61,Female,No,One year,No,70,160.0,498.0
8610,59,Male,Yes,Month-to-Month,No,58,162.5,451.0
8611,66,Male,No,Two Year,No,71,105.0,499.0
8612,18,Male,No,One year,Yes,65,172.5,487.0
8613,82,Male,No,Month-to-Month,No,52,159.9,378.0
8614,85,Male,No,Two Year,Yes,41,255.1,337.0
8615,18,Female,No,Two Year,No,57,220.1,479.0
8616,82,Male,No,Two Year,No,68,102.5,477.0
8617,21,Female,No,Two Year,No,57,207.5,471.0
8618,41,Female,No,Month-to-Month,Yes,49,182.5,371.0
8619,81,Female,No,Two Year,Yes,65,127.5,494.0
8620,25,Male,No,Month-to-Month,Yes,63,137.5,498.0
8621,33,Female,No,Month-to-Month,No,64,179.9,473.0
8622,48,Male,No,Month-to-Month,No,61,127.5,470.0
8623,39,Female,No,Two Year,No,61,175.0,452.0
8624,78,Female,Yes,Month-to-Month,Yes,56,245.1,462.0
8625,28,Male,No,Month-to-Month,Yes,55,230.1,442.0
8626,35,Male,No,Two Year,No,61,170.0,449.0
8627,57,Male,No,One year,No,63,197.5,515.0
8628,63,Male,No,One year,No,59,170.0,438.0
8629,47,Male,No,Month-to-Month,Yes,66,115.0,466.0
8630,62,Male,No,One year,Yes,65,162.5,511.0
8631,57,Male,No,Two Year,Yes,63,182.5,464.0
8632,40,Female,No,One year,Yes,47,185.0,357.0
8633,69,Female,No,Two Year,Yes,65,207.5,481.0
8634,44,Female,No,Two Year,No,71,140.0,511.0
8635,31,Male,No,Month-to-Month,Yes,60,182.4,443.0
8636,22,Female,No,Month-to-Month,No,53,172.5,433.0
8637,71,Male,No,Month-to-Month,No,71,170.0,511.0
8638,80,Male,No,Two Year,No,49,145.0,341.0
8639,22,Male,No,Month-to-Month,No,52,237.7,467.0
8640,42,Male,No,Month-to-Month,Yes,72,127.5,570.0
8641,76,Female,No,Month-to-Month,Yes,48,162.5,347.0
8642,42,Male,No,One year,No,59,220.1,451.0
8643,38,Female,No,One year,No,51,255.2,413.0
8644,62,Female,Yes,Month-to-Month,Yes,42,242.6,338.0
8645,41,Female,No,Month-to-Month,No,63,137.5,445.0
8646,77,Female,No,Two Year,No,44,230.1,335.0
8647,61,Female,No,One year,Yes,47,215.0,356.0
8648,87,Male,No,Two Year,Yes,71,215.0,517.0
8649,54,Male,No,One year,No,56,172.5,441.0
8650,31,Female,No,Two Year,No,58,252.6,449.0
8651,20,Male,No,One year,Yes,69,235.2,546.0
8652,69,Male,No,Month-to-Month,Yes,72,162.5,528.0
8653,67,Male,No,One year,No,68,207.5,502.0
8654,26,Female,Yes,Month-to-Month,No,45,245.1,414.0
8655,76,Female,No,Two Year,Yes,48,92.5,360.0
8656,40,Female,No,One year,Yes,64,187.5,508.0
8657,86,Male,No,Two Year,No,72,177.5,557.0
8658,45,Female,No,Month-to-Month,No,72,145.0,557.0
8659,37,Female,No,One year,Yes,62,252.6,471.0
8660,77,Female,No,Month-to-Month,Yes,56,162.5,404.0
8661,68,Male,No,Month-to-Month,No,47,182.5,356.0
8662,26,Male,No,Two Year,Yes,45,117.5,344.0
8663,75,Female,No,Month-to-Month,No,65,160.0,469.0
8664,64,Female,No,One year,No,70,187.6,567.0
8665,87,Female,No,Month-to-Month,Yes,54,157.5,374.0
8666,67,Male,No,Two Year,No,68,150.0,502.0
8667,24,Male,No,Two Year,Yes,68,172.5,511.0
8668,59,Female,No,One year,Yes,69,240.1,522.0
8669,20,Female,No,Month-to-Month,No,67,245.1,576.0
8670,80,Male,No,One year,No,47,165.0,393.0
8671,67,Male,No,Month-to-Month,Yes,70,105.0,522.0
8672,54,Male,No,Month-to-Month,Yes,71,220.1,542.0
8673,40,Male,No,Two Year,Yes,39,195.0,321.0
8674,77,Male,No,Two Year,Yes,51,210.1,428.0
8675,80,Female,No,Month-to-Month,No,60,172.5,432.0
8676,30,Female,No,Month-to-Month,Yes,49,205.0,380.0
8677,35,Female,No,Two Year,Yes,50,155.0,385.0
8678,80,Male,No,Two Year,No,43,165.0,358.0
8679,88,Female,No,Two Year,Yes,60,230.1,458.0
8680,64,Male,No,One year,No,68,255.1,558.0
8681,64,Female,No,Month-to-Month,Yes,57,160.0,436.0
8682,33,Male,No,Month-to-Month,Yes,52,172.5,395.0
8683,32,Male,No,Month-to-Month,Yes,66,127.5,479.0
8684,81,Female,No,Month-to-Month,Yes,71,235.1,568.0
8685,49,Male,No,Two Year,Yes,68,205.0,512.0
8686,73,Male,No,Month-to-Month,Yes,59,220.0,445.0
8687,44,Male,No,Month-to-Month,No,50,140.0,379.0
8688,79,Female,No,Two Year,Yes,66,195.0,481.0
8689,42,Female,Yes,Month-to-Month,No,57,232.6,493.0
8690,30,Female,No,Month-to-Month,Yes,67,152.5,521.0
8691,24,Female,No,Month-to-Month,Yes,71,160.0,544.0
8692,57,Male,No,Month-to-Month,No,52,182.5,395.0
8693,22,Male,No,Month-to-Month,No,68,182.5,514.0
8694,43,Male,No,One year,Yes,56,145.0,477.0
8695,58,Female,No,One year,Yes,51,137.5,367.0
8696,68,Male,No,Month-to-Month,No,62,127.4,472.0
8697,74,Female,No,Two Year,Yes,56,125.0,386.0
8698,87,Male,No,One year,Yes,70,117.5,520.0
8699,57,Male,No,Month-to-Month,Yes,37,135.0,273.0
8700,34,Male,No,Two Year,Yes,72,169.9,529.0
8701,35,Female,No,Month-to-Month,Yes,71,125.0,507.0
8702,48,Female,No,Month-to-Month,No,48,140.0,377.0
8703,53,Female,No,Month-to-Month,Yes,70,112.5,483.0
8704,42,Female,No,Month-to-Month,No,63,245.1,498.0
8705,18,Male,No,One year,No,52,192.5,399.0
8706,45,Male,No,Two Year,No,55,217.5,427.0
8707,24,Male,No,One year,No,58,177.5,480.0
8708,68,Male,No,Month-to-Month,Yes,71,172.5,547.0
8709,79,Male,No,Month-to-Month,No,64,222.6,489.0
8710,20,Male,No,Month-to-Month,No,48,117.5,360.0
8711,21,Male,No,One year,Yes,51,220.1,410.0
8712,76,Female,No,One year,Yes,66,222.6,534.0
8713,81,Male,No,Two Year,No,58,150.0,425.0
8714,62,Male,No,Month-to-Month,Yes,72,222.6,579.0
8715,47,Male,No,Two Year,No,69,152.5,546.0
8716,60,Female,No,Month-to-Month,Yes,44,215.0,333.0
8717,25,Female,No,Two Year,Yes,51,220.0,399.0
8718,78,Male,No,Month-to-Month,Yes,66,172.5,479.0
8719,35,Male,No,Month-to-Month,No,47,210.1,373.0
8720,58,Male,No,One year,Yes,63,182.5,459.0
8721,25,Female,No,Month-to-Month,No,68,117.5,493.0
8722,29,Male,No,Two Year,Yes,60,125.0,429.0
8723,66,Female,No,Two Year,Yes,63,172.5,483.0
8724,53,Female,No,Month-to-Month,No,63,130.0,458.0
8725,33,Male,No,Two Year,Yes,54,172.5,408.0
8726,34,Female,No,Month-to-Month,Yes,70,162.5,551.0
8727,28,Male,No,Month-to-Month,Yes,62,137.5,494.0
8728,25,Female,No,Month-to-Month,Yes,56,177.5,467.0
8729,55,Female,No,Two Year,Yes,71,180.0,523.0
8730,88,Female,No,Month-to-Month,No,67,245.1,539.0
8731,79,Male,No,Two Year,No,72,222.6,573.0
8732,24,Female,No,Month-to-Month,Yes,61,132.5,495.0
8733,18,Male,No,Month-to-Month,Yes,61,175.0,456.0
8734,34,Male,No,Month-to-Month,Yes,60,152.5,450.0
8736,72,Female,No,Month-to-Month,Yes,68,230.1,502.0
8737,56,Male,No,Month-to-Month,No,61,147.5,450.0
8738,87,Male,No,Two Year,No,64,152.5,494.0
8739,70,Male,No,One year,Yes,63,267.6,526.0
8740,80,Female,No,Month-to-Month,No,52,159.9,371.0
8741,62,Male,No,Month-to-Month,Yes,62,257.7,492.0
8742,18,Male,No,Two Year,No,60,160.0,452.0
8743,79,Female,No,Month-to-Month,No,47,140.0,377.0
8744,42,Male,No,Month-to-Month,No,65,257.7,509.0
8745,41,Male,No,Two Year,No,52,162.5,389.0
8746,28,Female,No,Month-to-Month,No,54,242.6,430.0
8747,36,Male,No,Month-to-Month,Yes,56,184.9,461.0
8748,31,Male,No,Two Year,No,58,175.0,474.0
8749,81,Male,No,Month-to-Month,No,63,147.5,476.0
8750,65,Female,No,Month-to-Month,No,42,147.5,334.0
8751,64,Male,Yes,Month-to-Month,Yes,63,242.6,481.0
8752,42,Male,No,Month-to-Month,Yes,47,129.9,381.0
8753,83,Male,Yes,Month-to-Month,Yes,63,257.7,527.0
8754,43,Male,No,Month-to-Month,Yes,56,125.0,395.0
8755,45,Male,No,Two Year,Yes,62,267.6,531.0
8756,35,Female,No,Month-to-Month,No,64,152.5,503.0
8757,40,Male,No,Two Year,Yes,63,127.5,479.0
8758,42,Male,No,Two Year,Yes,64,137.5,500.0
8759,65,Female,No,Month-to-Month,No,69,142.5,526.0
8760,86,Female,Yes,Month-to-Month,No,36,275.1,298.0
8761,56,Female,No,Two Year,No,46,112.5,331.0
8762,48,Male,No,One year,No,63,172.5,465.0
8763,45,Male,No,One year,Yes,38,205.0,311.0
8764,44,Male,No,One year,No,51,220.1,399.0
8765,27,Male,No,Month-to-Month,Yes,65,150.0,514.0
8766,49,Female,No,Month-to-Month,Yes,46,147.5,342.0
8767,68,Female,No,Month-to-Month,Yes,70,117.4,526.0
8768,44,Male,No,One year,Yes,62,150.0,456.0
8769,78,Female,No,Two Year,Yes,71,197.5,516.0
8770,39,Female,No,Month-to-Month,No,64,145.0,472.0
8771,60,Female,No,Month-to-Month,No,70,257.7,580.0
8772,87,Male,No,One year,Yes,41,112.5,302.0
8773,42,Female,No,Month-to-Month,No,49,140.0,363.0
8774,33,Male,No,One year,Yes,56,225.1,507.0
8775,63,Male,No,Month-to-Month,Yes,39,127.5,320.0
8776,72,Male,No,Month-to-Month,Yes,66,142.5,510.0
8777,39,Female,No,Two Year,Yes,63,222.6,502.0
8778,81,Female,No,One year,No,71,135.0,489.0
8779,51,Female,No,Month-to-Month,Yes,59,172.5,461.0
8780,39,Female,No,Two Year,No,61,192.5,449.0
8781,55,Male,No,Month-to-Month,Yes,61,137.5,480.0
8782,49,Male,No,Month-to-Month,Yes,55,142.5,440.0
8783,18,Female,No,Two Year,Yes,41,135.0,293.0
8784,88,Female,No,Two Year,Yes,71,112.5,484.0
8785,22,Female,No,Month-to-Month,Yes,51,145.0,369.0
8786,51,Male,No,Month-to-Month,Yes,51,105.0,374.0
8787,34,Female,Yes,Month-to-Month,Yes,52,242.6,447.0
8788,51,Female,No,Month-to-Month,No,57,207.5,425.0
8789,51,Female,No,Two Year,No,50,127.5,392.0
8790,72,Female,No,Month-to-Month,Yes,57,155.0,421.0
8791,79,Female,No,Two Year,No,71,147.5,497.0
8792,80,Male,No,Two Year,No,67,230.1,507.0
8793,24,Male,No,Month-to-Month,Yes,62,130.0,470.0
8794,82,Female,No,Month-to-Month,Yes,52,139.9,415.0
8795,46,Female,No,Two Year,Yes,69,205.0,508.0
8796,71,Female,No,One year,Yes,69,149.9,519.0
8797,67,Male,No,Month-to-Month,Yes,68,135.0,476.0
8798,77,Male,No,One year,Yes,66,127.5,480.0
8799,49,Male,No,One year,Yes,64,197.5,482.0
8800,78,Male,No,Two Year,Yes,69,275.1,520.0
8801,89,Male,No,Month-to-Month,No,65,200.1,508.0
8802,26,Female,No,One year,Yes,67,160.0,480.0
8803,42,Male,No,Month-to-Month,No,55,157.5,404.0
8804,45,Male,No,One year,Yes,59,192.4,437.0
8805,51,Male,No,Two Year,No,69,179.9,508.0
8806,65,Female,Yes,Two Year,Yes,71,255.1,590.0
8807,72,Male,No,Month-to-Month,Yes,62,140.0,484.0
8808,43,Female,No,Two Year,Yes,69,175.0,526.0
8809,44,Female,No,Month-to-Month,Yes,48,139.9,400.0
8810,50,Male,No,Two Year,No,69,127.5,498.0
8811,86,Male,Yes,Month-to-Month,Yes,44,207.5,337.0
8812,29,Female,No,Month-to-Month,Yes,61,217.5,462.0
8813,56,Female,No,Month-to-Month,No,58,137.5,405.0
8814,29,Male,No,Month-to-Month,Yes,48,222.6,389.0
8815,73,Male,No,Month-to-Month,Yes,66,207.5,520.0
8816,73,Male,No,One year,No,65,140.0,467.0
8817,65,Male,No,Two Year,No,69,162.5,539.0
8818,82,Male,Yes,Month-to-Month,Yes,48,275.1,379.0
8819,83,Male,No,Month-to-Month,No,68,160.0,484.0
8820,49,Female,No,Month-to-Month,Yes,63,242.6,487.0
8821,82,Female,No,Month-to-Month,Yes,48,227.5,353.0
8822,79,Male,No,Two Year,Yes,71,222.7,544.0
8823,77,Male,Yes,Month-to-Month,No,61,242.7,475.0
8824,18,Male,No,Month-to-Month,Yes,70,204.9,526.0
8825,26,Male,No,Month-to-Month,No,67,117.5,504.0
8826,22,Female,No,Month-to-Month,No,60,150.0,439.0
8827,66,Female,No,Two Year,Yes,61,160.0,455.0
8828,63,Female,No,Month-to-Month,No,71,140.0,503.0
8829,54,Male,No,Month-to-Month,Yes,59,92.5,411.0
8830,35,Male,No,Month-to-Month,Yes,66,255.1,515.0
8831,80,Male,No,Two Year,Yes,51,150.0,381.0
8832,72,Female,No,Month-to-Month,No,71,147.5,495.0
8833,50,Male,No,Month-to-Month,No,64,160.0,463.0
8834,77,Female,No,Month-to-Month,No,72,127.5,502.0
8835,61,Female,No,Two Year,Yes,71,162.5,541.0
8836,29,Male,No,Two Year,No,59,129.9,461.0
8837,84,Female,No,Month-to-Month,Yes,68,140.0,483.0
8838,30,Male,Yes,Month-to-Month,Yes,52,242.7,421.0
8839,41,Male,No,Two Year,No,61,165.0,491.0
8840,77,Male,No,Month-to-Month,Yes,43,137.5,322.0
8841,28,Female,No,Month-to-Month,Yes,59,112.5,412.0
8842,84,Female,No,One year,Yes,56,115.0,386.0
8843,77,Female,No,One year,Yes,70,165.0,517.0
8844,86,Male,No,Two Year,No,63,197.6,469.0
8845,63,Male,No,Month-to-Month,No,54,217.5,405.0
8846,69,Male,No,Month-to-Month,Yes,54,147.5,383.0
8847,67,Female,No,One year,Yes,53,262.6,412.0
8848,21,Female,No,Month-to-Month,No,65,222.7,499.0
8849,48,Female,No,Month-to-Month,Yes,52,155.0,432.0
8850,76,Female,No,Month-to-Month,Yes,65,220.1,520.0
8851,21,Male,No,Month-to-Month,No,59,165.0,489.0
8852,24,Male,No,Month-to-Month,No,69,207.5,528.0
8853,77,Female,No,Two Year,Yes,72,162.5,539.0
8854,53,Male,No,Month-to-Month,No,72,172.4,563.0
8855,34,Male,No,Month-to-Month,Yes,63,200.1,508.0
8856,58,Female,No,Two Year,Yes,70,242.6,563.0
8858,60,Male,No,Two Year,No,69,105.0,518.0
8859,56,Female,No,Two Year,No,65,140.0,496.0
8860,48,Male,No,Month-to-Month,No,51,125.0,359.0
8861,62,Male,No,Month-to-Month,Yes,58,140.0,453.0
8862,61,Male,No,Month-to-Month,Yes,70,215.0,517.0
8863,37,Male,No,Two Year,No,61,117.5,476.0
8864,89,Female,No,One year,Yes,70,242.6,521.0
8865,68,Female,Yes,Month-to-Month,No,57,242.6,431.0
8866,82,Male,No,Two Year,Yes,42,117.5,308.0
8867,41,Male,No,Month-to-Month,Yes,60,232.6,473.0
8868,54,Female,No,Month-to-Month,No,59,145.0,407.0
8869,36,Male,No,One year,No,56,175.0,465.0
8870,36,Male,No,Two Year,No,38,140.0,316.0
8871,65,Male,No,Month-to-Month,No,66,222.6,550.0
8872,25,Male,No,Month-to-Month,No,60,137.4,439.0
8873,53,Male,No,Two Year,No,71,207.6,532.0
8874,31,Male,No,Month-to-Month,Yes,64,232.6,531.0
8875,63,Male,No,Month-to-Month,No,59,207.5,446.0
8876,85,Female,No,Month-to-Month,Yes,59,160.0,414.0
8877,74,Male,No,One year,Yes,47,137.5,330.0
8878,43,Male,No,Two Year,Yes,65,127.5,514.0
8879,35,Female,No,Two Year,Yes,64,115.0,444.0
8880,82,Male,No,Two Year,No,72,195.0,524.0
8881,86,Female,No,Month-to-Month,No,65,147.4,448.0
8882,60,Female,No,Month-to-Month,Yes,55,150.0,403.0
8883,56,Female,No,Month-to-Month,Yes,54,242.6,425.0
8884,58,Male,No,One year,Yes,53,159.9,394.0
8885,60,Male,No,Two Year,No,54,165.0,435.0
8886,36,Male,No,Two Year,No,63,182.5,475.0
8887,20,Female,No,Two Year,Yes,58,222.6,498.0
8888,64,Female,No,Month-to-Month,No,66,187.5,530.0
8889,55,Female,No,Month-to-Month,Yes,47,112.5,320.0
8890,85,Female,No,Two Year,No,48,252.6,372.0
8891,18,Female,No,Month-to-Month,No,59,225.1,504.0
8892,19,Female,No,Month-to-Month,Yes,71,165.0,560.0
8893,59,Female,Yes,Month-to-Month,Yes,72,225.1,590.0
8894,32,Female,No,Two Year,Yes,39,195.0,341.0
8895,29,Female,No,One year,Yes,67,245.1,559.0
8896,83,Male,No,Two Year,Yes,64,137.5,450.0
8897,41,Male,No,Two Year,Yes,65,175.0,488.0
8898,69,Female,No,Month-to-Month,No,68,172.5,489.0
8899,30,Male,No,Two Year,Yes,69,147.4,504.0
8900,25,Male,No,Two Year,Yes,56,232.7,453.0
8901,66,Male,No,Month-to-Month,No,47,142.5,378.0
8902,83,Female,No,Month-to-Month,Yes,40,137.5,285.0
8903,27,Male,No,One year,No,52,205.0,404.0
8904,89,Male,No,One year,No,71,95.0,530.0
8905,39,Male,No,One year,No,59,117.5,433.0
8906,42,Female,No,Month-to-Month,No,68,162.5,493.0
8907,54,Female,No,Month-to-Month,Yes,63,175.0,494.0
8908,64,Male,No,Month-to-Month,Yes,71,217.5,530.0
8909,53,Female,No,Month-to-Month,Yes,44,142.5,355.0
8910,51,Female,No,Two Year,Yes,60,150.0,430.0
8911,55,Male,No,Month-to-Month,No,52,92.5,399.0
8912,48,Male,No,Two Year,Yes,66,170.0,470.0
8913,26,Male,No,Month-to-Month,No,69,212.7,534.0
8914,72,Female,No,Month-to-Month,No,55,152.5,412.0
8915,19,Female,No,Month-to-Month,Yes,54,192.4,412.0
8917,38,Male,No,Two Year,No,42,125.0,304.0
8918,24,Female,No,Two Year,No,52,115.0,372.0
8919,30,Male,No,Two Year,Yes,65,137.4,479.0
8920,20,Female,No,Two Year,Yes,71,255.1,544.0
8921,87,Female,No,Two Year,Yes,54,240.1,406.0
8922,38,Female,No,Month-to-Month,No,64,160.0,465.0
8923,42,Male,No,Month-to-Month,No,58,160.0,430.0
8924,51,Male,No,Month-to-Month,Yes,44,162.5,335.0
8925,89,Female,No,Month-to-Month,Yes,55,140.0,385.0
8926,58,Male,No,Month-to-Month,No,54,235.2,467.0
8927,60,Female,No,Month-to-Month,No,59,162.5,431.0
8928,61,Male,No,Month-to-Month,Yes,72,190.2,541.0
8929,48,Female,Yes,Month-to-Month,Yes,42,242.6,379.0
8930,86,Male,No,Two Year,No,58,232.7,442.0
8931,82,Female,No,One year,Yes,67,102.5,462.0
8932,42,Male,No,Two Year,No,64,255.1,499.0
8933,53,Female,No,Month-to-Month,Yes,56,120.0,404.0
8934,35,Female,No,Two Year,No,57,200.1,449.0
8935,53,Male,No,One year,No,70,222.6,571.0
8936,73,Male,No,Month-to-Month,Yes,57,150.0,418.0
8937,49,Female,No,One year,No,61,185.0,478.0
8938,70,Female,No,Two Year,No,70,147.5,505.0
8939,55,Female,No,One year,Yes,66,137.4,466.0
8940,85,Female,No,One year,Yes,60,182.4,480.0
8941,30,Female,No,Two Year,No,69,175.0,545.0
8942,83,Male,No,Two Year,No,53,160.0,384.0
8943,69,Male,No,Month-to-Month,Yes,63,162.4,496.0
8944,32,Male,No,Month-to-Month,No,53,180.0,408.0
8945,31,Female,No,Two Year,No,60,127.5,431.0
8946,48,Female,No,Two Year,Yes,59,210.1,458.0
8947,32,Female,No,One year,Yes,70,275.1,540.0
8948,81,Male,Yes,Month-to-Month,Yes,71,257.7,585.0
8949,27,Male,No,Two Year,No,61,267.7,495.0
8950,62,Female,No,Month-to-Month,No,61,120.0,442.0
8951,69,Female,No,Month-to-Month,Yes,65,145.0,449.0
8952,34,Female,Yes,Month-to-Month,No,68,245.1,554.0
8953,87,Male,No,One year,Yes,46,115.0,347.0
8954,24,Male,No,Month-to-Month,No,69,147.5,507.0
8955,21,Male,No,Two Year,Yes,52,182.5,415.0
8957,29,Male,No,One year,Yes,52,159.9,427.0
8958,18,Female,Yes,Month-to-Month,No,56,255.2,455.0
8959,46,Male,No,Month-to-Month,Yes,70,125.0,496.0
8960,59,Female,No,Month-to-Month,No,71,172.5,516.0
8961,88,Male,No,One year,Yes,62,137.5,428.0
8962,89,Female,Yes,Month-to-Month,No,59,257.7,467.0
8963,68,Male,No,Two Year,Yes,53,160.0,381.0
8964,36,Female,No,Two Year,Yes,56,182.5,409.0
8966,30,Female,No,Month-to-Month,Yes,58,115.0,419.0
8967,23,Female,No,One year,Yes,70,152.5,505.0
8968,55,Male,Yes,Month-to-Month,No,54,275.1,431.0
8969,29,Male,No,One year,No,50,200.1,411.0
8970,83,Male,No,Month-to-Month,Yes,44,115.0,309.0
8971,44,Male,No,Two Year,Yes,56,130.0,442.0
8972,77,Male,No,Month-to-Month,Yes,63,147.5,443.0
8973,31,Female,No,Month-to-Month,No,65,275.1,518.0
8974,52,Male,No,One year,Yes,61,220.2,473.0
8975,36,Male,No,Two Year,Yes,57,172.4,422.0
8976,63,Female,No,Month-to-Month,Yes,66,232.6,525.0
8977,30,Male,No,Month-to-Month,Yes,46,117.5,355.0
8978,66,Male,No,Month-to-Month,Yes,64,162.4,505.0
8979,24,Male,No,Two Year,Yes,65,130.0,515.0
8980,76,Female,No,Two Year,Yes,65,127.5,459.0
8981,69,Female,No,One year,No,70,179.9,506.0
8982,59,Female,No,Month-to-Month,Yes,52,152.5,391.0
8983,83,Female,No,One year,Yes,51,159.9,392.0
8984,82,Female,No,Two Year,Yes,70,147.5,480.0
8985,37,Female,No,One year,Yes,59,190.1,493.0
8986,64,Male,No,Two Year,Yes,59,179.9,431.0
8987,28,Female,No,Two Year,Yes,65,140.0,483.0
8988,23,Male,No,Two Year,Yes,61,195.0,476.0
8989,43,Female,No,Two Year,No,61,190.1,501.0
8990,29,Female,No,Month-to-Month,Yes,67,185.0,505.0
8991,58,Male,No,One year,Yes,44,117.5,333.0
8992,46,Female,No,Month-to-Month,Yes,54,205.0,409.0
8993,89,Male,No,Month-to-Month,Yes,71,125.0,495.0
8994,76,Male,No,Two Year,No,37,162.5,315.0
8995,82,Male,No,Two Year,No,54,220.1,424.0
8996,74,Female,No,Two Year,No,49,185.0,398.0
8997,83,Male,No,Month-to-Month,No,72,187.5,522.0
8998,38,Female,No,One year,Yes,72,137.5,533.0
8999,69,Female,No,One year,Yes,65,130.0,469.0
9000,76,Female,No,Month-to-Month,Yes,69,157.5,482.0
9001,71,Female,No,Month-to-Month,No,70,242.6,524.0
9002,32,Female,No,Month-to-Month,Yes,62,277.7,502.0
9003,66,Male,No,Month-to-Month,Yes,60,187.7,462.0
9004,82,Male,No,Month-to-Month,Yes,71,187.6,520.0
9005,43,Female,No,Month-to-Month,Yes,67,127.5,509.0
9006,45,Male,No,Two Year,No,58,192.4,443.0
9007,74,Female,No,Month-to-Month,No,53,187.7,399.0
9008,41,Male,No,Month-to-Month,Yes,69,117.5,536.0
9009,21,Male,No,Month-to-Month,Yes,69,167.5,499.0
9010,68,Female,No,Month-to-Month,No,62,169.9,445.0
9011,27,Male,No,Month-to-Month,Yes,46,220.1,382.0
9012,60,Female,No,Month-to-Month,No,57,155.0,454.0
9013,53,Female,Yes,Month-to-Month,Yes,69,255.1,558.0
9014,55,Male,No,Month-to-Month,Yes,57,159.9,418.0
9015,51,Female,No,Two Year,No,64,275.1,499.0
9016,61,Female,No,Month-to-Month,No,63,165.0,493.0
9017,53,Female,No,Month-to-Month,Yes,68,115.0,479.0
