Zip,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
95608,41,Male,No,Month-to-Month,Yes,61,169.9,447.0
25309,84,Female,No,Two Year,Yes,67,182.5,487.0
70363,72,Female,No,Two Year,No,48,137.5,333.0
7836,76,Female,No,Two Year,Yes,65,252.6,489.0
63103,25,Female,No,Month-to-Month,Yes,69,127.4,529.0
5827,80,Male,Yes,Month-to-Month,Yes,66,200.2,491.0
69131,65,Female,No,Two Year,No,69,139.9,524.0
52535,23,Female,No,Month-to-Month,No,46,107.5,357.0
1349,19,Male,No,Month-to-Month,Yes,41,162.5,366.0
29693,42,Female,Yes,Month-to-Month,Yes,51,212.6,442.0
56128,74,Male,No,Month-to-Month,Yes,66,230.0,493.0
7764,25,Male,No,Two Year,Yes,47,127.5,362.0
2858,32,Female,No,Month-to-Month,Yes,39,187.5,317.0
13431,48,Male,No,Two Year,No,58,172.5,431.0
29809,73,Female,No,Month-to-Month,Yes,52,232.6,431.0
35072,24,Female,No,Month-to-Month,Yes,52,187.5,402.0
14865,78,Female,No,Month-to-Month,No,53,120.0,387.0
32195,33,Male,No,Two Year,No,65,225.1,549.0
77454,55,Male,No,Month-to-Month,Yes,60,152.5,478.0
77072,51,Male,No,Month-to-Month,Yes,67,172.5,494.0
32617,82,Male,No,Two Year,No,55,179.9,407.0
37351,76,Female,No,Month-to-Month,Yes,58,182.5,420.0
95961,20,Female,No,Two Year,Yes,68,220.1,516.0
18837,40,Female,No,Month-to-Month,Yes,64,162.5,469.0
67631,30,Male,No,Month-to-Month,No,70,190.1,568.0
16662,69,Female,No,One year,No,48,245.1,407.0
15312,75,Male,Yes,Month-to-Month,Yes,58,255.1,487.0
92395,29,Female,No,Two Year,Yes,54,235.2,437.0
14889,43,Female,No,Month-to-Month,Yes,58,232.6,477.0
60025,84,Female,No,Two Year,No,67,195.0,523.0
38548,54,Female,No,Month-to-Month,No,51,165.0,423.0
43204,82,Male,No,One year,Yes,69,225.1,562.0
24882,49,Male,No,Two Year,No,60,150.0,447.0
93250,38,Female,No,Month-to-Month,Yes,60,222.6,463.0
30067,66,Male,No,One year,Yes,68,155.0,530.0
64067,26,Female,No,Two Year,No,54,267.7,438.0
94515,40,Female,No,Two Year,Yes,68,92.5,472.0
27878,20,Male,No,Month-to-Month,Yes,67,120.0,489.0
79535,20,Female,No,Month-to-Month,Yes,66,112.5,467.0
38583,39,Male,No,Month-to-Month,Yes,62,210.1,521.0
85546,59,Male,No,One year,No,71,172.5,531.0
54473,47,Male,No,Month-to-Month,No,66,180.0,493.0
89030,42,Female,No,One year,Yes,57,115.0,401.0
31826,37,Female,No,Two Year,No,46,160.0,356.0
77044,74,Female,No,One year,Yes,68,255.1,546.0
95615,89,Female,No,One year,Yes,66,167.5,516.0
50482,50,Male,No,Month-to-Month,No,69,185.0,519.0
18814,42,Female,No,One year,Yes,67,195.0,502.0
14625,35,Female,No,Month-to-Month,No,67,115.0,502.0
73655,55,Male,No,One year,Yes,68,157.5,478.0
19365,25,Male,No,Two Year,No,61,127.5,451.0
79562,75,Female,No,One year,Yes,45,107.5,346.0
33131,80,Female,No,Two Year,Yes,66,149.9,468.0
57027,79,Female,No,Month-to-Month,No,62,140.0,489.0
30041,46,Female,No,Two Year,Yes,59,129.9,457.0
56688,36,Female,No,Month-to-Month,Yes,58,179.9,425.0
70032,25,Male,No,Two Year,Yes,59,127.5,464.0
68740,61,Female,No,Month-to-Month,No,65,275.1,501.0
40818,26,Male,Yes,Month-to-Month,No,41,197.6,335.0
48069,63,Male,Yes,Month-to-Month,No,52,200.1,408.0
45696,39,Female,No,Two Year,No,60,190.1,495.0
73532,22,Male,No,Two Year,Yes,68,240.1,520.0
48466,60,Female,No,One year,No,53,115.0,403.0
3269,40,Male,No,Month-to-Month,Yes,71,129.9,545.0
74084,78,Female,No,Month-to-Month,Yes,60,182.5,456.0
68783,76,Female,Yes,Month-to-Month,No,51,232.6,430.0
12176,58,Male,No,Two Year,No,63,187.6,507.0
4693,42,Female,No,Month-to-Month,Yes,47,215.0,353.0
30214,40,Female,No,Month-to-Month,No,67,107.5,490.0
50140,52,Female,No,Month-to-Month,Yes,61,160.0,436.0
29033,23,Female,No,One year,No,56,182.5,424.0
89418,57,Male,No,Month-to-Month,No,71,147.5,502.0
52549,51,Female,No,Month-to-Month,Yes,59,149.9,469.0
92154,38,Female,No,One year,Yes,72,172.5,556.0
23966,75,Female,No,One year,Yes,49,170.0,368.0
44052,46,Female,No,Month-to-Month,No,68,210.1,530.0
80640,73,Male,Yes,Month-to-Month,No,61,232.6,473.0
12427,69,Female,No,One year,Yes,63,112.5,430.0
72739,51,Female,Yes,Month-to-Month,Yes,42,152.5,331.0
60638,75,Female,No,One year,No,66,170.0,469.0
64070,50,Male,No,One year,No,60,165.0,461.0
40771,81,Female,No,Month-to-Month,No,48,180.0,339.0
68978,20,Female,No,Month-to-Month,Yes,68,152.5,508.0
26291,37,Male,No,Month-to-Month,Yes,40,137.4,309.0
79835,19,Male,No,One year,Yes,65,240.1,499.0
22719,50,Male,No,One year,No,51,172.5,382.0
39828,21,Female,No,One year,Yes,61,150.0,478.0
24974,76,Male,No,One year,No,67,265.1,521.0
92342,54,Male,No,Two Year,No,49,152.5,387.0
61048,62,Female,No,One year,Yes,70,127.5,500.0
55308,22,Male,No,Month-to-Month,Yes,47,172.5,372.0
48041,83,Female,No,Month-to-Month,Yes,65,129.9,500.0
30725,51,Male,No,Two Year,Yes,40,187.5,358.0
91504,72,Male,No,Two Year,No,66,205.0,490.0
74843,84,Female,No,Month-to-Month,Yes,58,247.7,488.0
78029,44,Male,No,One year,No,68,117.4,526.0
44147,40,Female,No,Month-to-Month,No,61,130.0,486.0
33904,68,Male,No,Two Year,No,60,159.9,464.0
55101,35,Male,No,Month-to-Month,Yes,55,117.5,402.0
39401,71,Male,No,Two Year,No,68,195.0,496.0
15357,48,Female,No,Month-to-Month,No,59,147.5,423.0
23891,89,Female,No,One year,Yes,63,182.5,449.0
33785,24,Female,No,One year,No,69,162.5,524.0
32331,61,Female,No,Month-to-Month,No,69,137.5,501.0
26348,75,Male,No,Month-to-Month,Yes,69,175.1,509.0
26623,84,Male,No,Two Year,Yes,54,159.9,394.0
2648,64,Female,No,One year,No,60,125.0,407.0
48074,46,Male,No,Month-to-Month,No,54,112.5,377.0
49064,73,Female,No,Month-to-Month,No,57,265.1,444.0
33130,69,Female,No,Month-to-Month,Yes,64,242.6,482.0
26136,61,Male,No,Two Year,No,65,162.5,514.0
45812,38,Female,No,Two Year,No,50,240.1,391.0
7055,22,Female,No,Month-to-Month,No,58,137.4,423.0
23947,85,Male,No,Month-to-Month,Yes,71,245.1,546.0
88411,86,Male,No,Month-to-Month,Yes,70,149.9,489.0
83801,87,Female,No,Two Year,Yes,71,117.5,495.0
1107,26,Female,No,Month-to-Month,No,64,230.1,500.0
82832,32,Female,No,One year,No,42,187.6,372.0
46409,31,Female,No,Month-to-Month,No,69,205.0,521.0
24869,41,Female,No,Month-to-Month,Yes,62,187.6,466.0
48320,52,Female,No,Month-to-Month,Yes,55,242.6,426.0
15047,65,Male,No,Month-to-Month,No,72,240.1,536.0
21031,24,Female,No,Month-to-Month,Yes,72,150.0,524.0
90044,52,Female,No,Month-to-Month,Yes,71,172.5,517.0
99328,81,Male,No,Month-to-Month,No,68,207.5,518.0
73010,79,Female,No,One year,Yes,63,150.0,457.0
25699,71,Female,No,One year,No,49,165.0,388.0
26836,30,Female,No,Month-to-Month,Yes,56,149.9,402.0
73106,25,Male,No,Month-to-Month,No,71,160.0,532.0
56028,31,Female,No,One year,No,63,152.5,473.0
65769,43,Female,No,Month-to-Month,No,65,129.9,500.0
37243,30,Male,No,One year,No,71,137.5,519.0
60629,36,Female,No,One year,Yes,44,242.6,403.0
10915,39,Female,No,One year,No,61,200.1,493.0
38152,32,Female,No,One year,No,60,152.5,495.0
22610,65,Male,No,Month-to-Month,Yes,66,169.9,480.0
98022,70,Female,No,Month-to-Month,Yes,65,212.6,520.0
76622,40,Female,No,Month-to-Month,No,53,182.5,408.0
47362,27,Female,No,Two Year,Yes,55,162.5,402.0
17880,86,Female,No,One year,No,70,92.5,526.0
98087,45,Male,No,Month-to-Month,Yes,44,80.0,315.0
54853,89,Female,No,One year,Yes,70,135.0,475.0
13350,75,Female,No,Month-to-Month,Yes,71,230.1,526.0
62215,31,Male,No,Month-to-Month,Yes,55,242.6,451.0
27605,35,Female,No,One year,No,60,172.5,439.0
66741,87,Male,No,Two Year,No,45,137.4,319.0
68030,86,Female,No,Month-to-Month,No,63,162.5,485.0
37664,69,Female,No,Month-to-Month,Yes,66,202.6,525.0
51022,89,Male,No,Two Year,No,70,204.9,501.0
98267,21,Male,Yes,Two Year,Yes,57,267.6,501.0
61348,56,Male,No,Two Year,No,66,142.5,491.0
95620,65,Male,No,Two Year,Yes,65,212.6,522.0
61314,22,Male,No,Two Year,No,65,257.7,515.0
1923,32,Female,No,One year,No,58,182.5,427.0
63663,74,Male,No,Two Year,No,65,150.0,468.0
46036,73,Female,No,Two Year,No,61,162.5,473.0
68041,86,Male,No,One year,Yes,57,210.1,453.0
45146,55,Male,No,Two Year,No,71,127.5,541.0
58475,72,Male,No,Month-to-Month,Yes,70,187.6,551.0
38844,53,Male,No,Two Year,Yes,56,147.5,403.0
76599,51,Female,No,Month-to-Month,Yes,46,182.5,360.0
67052,78,Female,No,Two Year,No,69,162.4,525.0
49715,53,Female,No,Month-to-Month,Yes,56,182.5,414.0
28399,39,Male,No,Month-to-Month,No,70,167.5,501.0
12435,86,Male,No,Two Year,No,41,152.4,344.0
8741,71,Female,No,Two Year,Yes,61,220.0,457.0
16311,58,Female,No,One year,No,57,150.0,421.0
14559,34,Male,Yes,Month-to-Month,Yes,70,242.6,545.0
99921,48,Male,No,Two Year,Yes,43,117.5,335.0
30627,64,Male,No,Month-to-Month,Yes,46,127.5,341.0
55746,27,Male,No,Month-to-Month,Yes,60,92.5,454.0
71223,30,Male,No,Month-to-Month,Yes,64,160.0,509.0
2723,84,Male,No,Month-to-Month,No,64,172.5,498.0
55906,70,Female,No,Month-to-Month,No,64,205.0,466.0
10537,74,Female,No,Month-to-Month,Yes,71,162.5,543.0
1260,76,Male,No,Two Year,Yes,56,150.0,406.0
13685,85,Female,No,Month-to-Month,No,64,200.1,480.0
23059,49,Male,No,Two Year,No,68,202.6,559.0
11796,52,Female,No,Month-to-Month,Yes,70,137.5,485.0
33016,75,Female,No,Two Year,Yes,55,127.5,393.0
95472,88,Female,No,Two Year,No,39,172.5,337.0
23119,62,Female,No,Month-to-Month,Yes,44,140.0,361.0
61475,68,Female,No,One year,No,69,149.9,487.0
13338,65,Female,No,Month-to-Month,Yes,67,232.7,512.0
28529,84,Female,No,One year,Yes,57,127.5,398.0
19401,55,Female,No,Two Year,No,69,165.0,538.0
84314,80,Male,No,One year,Yes,56,107.5,425.0
25193,36,Male,No,One year,Yes,65,152.5,520.0
15550,47,Male,No,Two Year,No,67,195.0,492.0
99344,33,Female,No,One year,Yes,61,245.1,475.0
58775,24,Female,No,Month-to-Month,Yes,68,145.0,477.0
4219,34,Male,No,Month-to-Month,No,63,169.9,470.0
38459,25,Female,No,Month-to-Month,No,52,252.6,416.0
68758,59,Female,No,Two Year,No,50,170.0,364.0
46163,35,Male,No,Two Year,Yes,57,135.0,409.0
25133,34,Female,No,One year,Yes,45,149.9,370.0
93261,36,Female,No,Month-to-Month,Yes,57,177.5,463.0
55444,53,Female,Yes,Month-to-Month,Yes,55,222.6,463.0
10475,54,Female,No,Month-to-Month,Yes,64,185.0,470.0
37408,32,Male,No,One year,Yes,69,210.2,533.0
85756,88,Female,No,One year,Yes,42,145.0,292.0
14516,43,Female,No,Two Year,No,61,95.0,459.0
55956,66,Male,No,Two Year,No,42,245.1,345.0
2914,30,Female,No,Month-to-Month,Yes,58,152.5,429.0
80497,65,Female,No,Two Year,Yes,61,210.1,457.0
13476,63,Female,No,Two Year,Yes,58,125.0,433.0
17042,28,Male,No,Month-to-Month,Yes,64,92.5,492.0
22305,69,Male,No,Two Year,No,68,232.7,515.0
14454,69,Male,No,Two Year,No,64,220.1,487.0
1030,67,Female,No,Month-to-Month,Yes,44,115.0,313.0
10306,48,Female,No,One year,Yes,70,235.1,571.0
61374,85,Male,No,Two Year,Yes,56,152.5,445.0
32570,72,Female,No,Two Year,Yes,69,217.5,506.0
20019,52,Male,No,Two Year,Yes,57,142.5,457.0
58428,75,Female,Yes,Month-to-Month,Yes,55,235.2,466.0
82323,18,Male,No,Month-to-Month,Yes,55,195.0,422.0
59313,21,Male,No,Two Year,No,61,255.1,488.0
50242,84,Male,No,Month-to-Month,Yes,50,185.0,369.0
45217,78,Male,No,Month-to-Month,Yes,66,130.0,530.0
71354,37,Female,No,Month-to-Month,No,44,147.5,323.0
6024,20,Female,No,Two Year,Yes,53,195.0,406.0
50451,26,Female,No,One year,No,72,137.5,503.0
72727,52,Male,No,Month-to-Month,No,58,150.0,455.0
24861,71,Female,No,Month-to-Month,Yes,61,220.1,456.0
50591,49,Female,No,Two Year,Yes,52,225.1,441.0
6002,76,Female,No,One year,No,46,169.9,337.0
90747,67,Female,No,Month-to-Month,Yes,51,130.0,404.0
84339,56,Male,No,One year,No,59,162.4,465.0
54986,51,Male,No,Month-to-Month,Yes,47,150.0,353.0
13340,72,Female,No,One year,Yes,70,225.1,561.0
59443,66,Female,No,Month-to-Month,Yes,45,175.0,365.0
64623,43,Female,No,Month-to-Month,No,69,127.4,517.0
57070,24,Female,No,Month-to-Month,Yes,57,195.0,426.0
97537,46,Male,No,One year,No,50,192.5,372.0
39635,71,Female,No,Month-to-Month,No,56,159.9,408.0
53205,51,Female,Yes,Month-to-Month,Yes,69,287.6,539.0
47452,45,Female,No,Two Year,No,71,275.1,552.0
72160,71,Female,No,One year,Yes,46,232.6,393.0
29410,87,Female,No,Month-to-Month,No,70,182.5,503.0
58643,58,Male,No,Month-to-Month,No,46,137.5,325.0
60615,53,Female,No,Two Year,No,63,220.2,482.0
12914,60,Male,No,Two Year,Yes,70,157.5,500.0
77004,38,Female,No,Month-to-Month,Yes,64,169.9,459.0
63386,76,Male,No,Month-to-Month,Yes,70,204.9,508.0
61949,48,Male,No,Two Year,Yes,49,195.0,401.0
4087,45,Male,No,Month-to-Month,Yes,58,139.9,465.0
4863,68,Male,No,Two Year,Yes,64,167.5,462.0
59008,23,Male,No,Month-to-Month,Yes,61,210.1,472.0
68875,80,Male,No,Month-to-Month,No,53,182.4,381.0
29530,19,Female,No,Two Year,Yes,58,245.1,498.0
75770,47,Male,No,Month-to-Month,No,52,112.5,378.0
24378,30,Female,No,Month-to-Month,Yes,60,140.0,480.0
93644,71,Female,No,Month-to-Month,No,55,120.0,426.0
56157,46,Male,No,Month-to-Month,Yes,63,230.0,481.0
50033,70,Male,No,Month-to-Month,No,63,217.5,474.0
56085,24,Male,No,Month-to-Month,Yes,49,230.1,412.0
76135,25,Male,No,Two Year,No,58,265.1,469.0
10514,62,Female,No,One year,No,55,245.1,432.0
26148,30,Female,No,One year,No,70,182.5,503.0
75077,67,Male,No,Two Year,Yes,53,140.0,381.0
25049,73,Male,No,Two Year,Yes,55,167.5,447.0
52172,66,Male,No,Month-to-Month,Yes,70,175.0,544.0
68346,74,Female,No,Two Year,Yes,55,152.5,409.0
7432,65,Female,No,One year,No,53,235.2,415.0
30650,54,Male,No,Month-to-Month,Yes,58,125.0,407.0
7470,34,Female,No,Month-to-Month,Yes,71,140.0,565.0
97438,87,Female,No,One year,Yes,39,179.9,280.0
56529,24,Female,No,One year,Yes,59,175.0,470.0
68785,41,Male,No,One year,No,70,167.5,501.0
11545,88,Male,No,Two Year,No,68,267.7,517.0
6854,30,Female,No,Month-to-Month,Yes,57,107.5,451.0
27006,64,Female,No,One year,Yes,53,240.1,404.0
29115,66,Female,No,Two Year,No,62,252.6,469.0
85118,55,Male,No,Month-to-Month,No,54,132.5,406.0
61490,76,Female,Yes,Month-to-Month,Yes,65,220.1,519.0
31805,29,Female,No,Month-to-Month,Yes,71,105.0,507.0
36572,41,Male,No,Month-to-Month,No,72,150.0,523.0
67526,26,Female,No,Month-to-Month,Yes,70,115.0,490.0
40144,76,Male,No,Month-to-Month,Yes,68,147.5,484.0
40223,32,Female,No,One year,Yes,58,230.1,454.0
13118,61,Male,No,Month-to-Month,No,49,205.0,374.0
65566,19,Female,No,Month-to-Month,No,70,117.5,513.0
3810,39,Male,No,Two Year,No,64,177.7,493.0
13492,41,Male,No,Two Year,Yes,56,185.0,460.0
99510,26,Female,No,Two Year,No,55,175.0,460.0
31035,47,Female,No,Month-to-Month,Yes,68,115.0,478.0
93654,44,Male,No,Month-to-Month,Yes,62,192.5,462.0
54561,55,Female,No,Month-to-Month,Yes,67,137.4,482.0
63439,19,Female,No,Two Year,No,58,92.5,446.0
44221,19,Male,No,One year,No,62,245.1,547.0
5826,29,Female,No,Month-to-Month,No,72,182.5,527.0
78227,48,Male,No,Month-to-Month,Yes,69,115.0,522.0
47929,25,Male,No,Month-to-Month,Yes,65,210.2,511.0
70783,74,Female,No,Two Year,No,52,157.5,363.0
71662,88,Female,No,One year,No,69,252.6,522.0
45864,37,Male,No,One year,No,66,135.0,471.0
78738,84,Male,No,Month-to-Month,No,56,167.5,394.0
7711,53,Female,No,Month-to-Month,Yes,67,187.6,530.0
33042,45,Female,No,Month-to-Month,No,64,150.0,476.0
32641,31,Female,No,One year,No,47,220.1,403.0
28305,36,Male,Yes,Month-to-Month,Yes,62,265.1,497.0
39332,73,Male,No,Month-to-Month,No,53,210.1,401.0
71104,65,Male,No,Month-to-Month,Yes,57,117.4,446.0
36439,85,Female,No,Two Year,Yes,61,149.9,434.0
32751,60,Female,No,Month-to-Month,No,64,162.5,458.0
93035,71,Male,No,Two Year,Yes,55,165.0,414.0
77304,89,Male,No,One year,Yes,44,262.6,352.0
40033,62,Male,No,Month-to-Month,Yes,37,185.0,313.0
4684,65,Female,No,Month-to-Month,Yes,66,169.9,481.0
10467,37,Female,No,Two Year,No,65,245.1,503.0
53548,55,Female,No,One year,Yes,46,175.1,356.0
32361,60,Female,No,One year,No,66,210.1,501.0
50240,76,Male,No,Two Year,No,44,192.5,328.0
80746,35,Female,No,Month-to-Month,Yes,62,205.0,466.0
52630,72,Female,No,Two Year,Yes,67,127.5,503.0
52362,79,Male,Yes,Month-to-Month,No,44,172.4,365.0
33009,73,Female,No,One year,No,57,205.0,420.0
92258,54,Female,No,Month-to-Month,Yes,59,140.0,424.0
27947,43,Female,No,One year,No,56,207.6,427.0
72004,71,Female,No,Month-to-Month,No,71,125.0,484.0
48933,74,Male,No,Month-to-Month,Yes,50,117.5,383.0
47167,78,Female,Yes,Month-to-Month,Yes,40,210.1,315.0
42256,27,Female,No,Month-to-Month,Yes,63,165.0,504.0
52135,78,Female,No,Two Year,No,48,242.6,369.0
3871,18,Female,No,One year,No,60,222.6,519.0
92805,18,Male,No,Month-to-Month,No,66,125.0,509.0
42726,52,Male,No,One year,No,66,157.5,478.0
91020,35,Female,No,Two Year,Yes,65,185.0,484.0
36525,38,Female,No,Month-to-Month,Yes,72,182.5,523.0
18438,37,Female,No,Month-to-Month,Yes,41,157.5,301.0
84728,89,Male,No,Two Year,Yes,71,169.9,503.0
61328,51,Male,No,One year,Yes,66,117.5,480.0
29718,84,Male,No,Two Year,Yes,57,170.0,426.0
43821,49,Female,No,One year,No,64,117.5,486.0
27615,85,Female,No,Two Year,Yes,67,245.2,519.0
70576,37,Female,No,Month-to-Month,No,43,135.0,325.0
47459,73,Male,No,Two Year,Yes,65,127.5,454.0
31798,43,Male,No,Month-to-Month,No,45,92.5,316.0
97466,24,Male,No,Month-to-Month,Yes,66,129.9,519.0
49864,29,Female,No,Two Year,Yes,53,169.9,386.0
52209,25,Male,No,Two Year,Yes,48,182.4,408.0
85323,57,Female,No,Month-to-Month,Yes,72,162.5,564.0
35204,79,Female,No,Month-to-Month,Yes,51,195.0,375.0
53570,62,Female,No,One year,Yes,58,240.1,440.0
48205,32,Male,Yes,Month-to-Month,Yes,48,217.5,380.0
43330,24,Female,No,One year,Yes,59,140.0,443.0
10958,57,Male,No,Month-to-Month,No,60,180.0,436.0
14753,75,Female,No,Two Year,Yes,51,162.5,412.0
13309,23,Female,No,One year,Yes,55,162.5,412.0
12508,71,Female,No,Month-to-Month,Yes,45,205.0,336.0
29672,68,Female,No,Month-to-Month,Yes,68,125.0,506.0
78401,20,Male,No,One year,No,64,117.5,470.0
75153,47,Male,No,Two Year,Yes,70,167.5,500.0
21727,54,Male,No,Month-to-Month,Yes,43,182.5,323.0
87327,35,Male,No,Month-to-Month,Yes,55,192.5,413.0
71048,56,Male,No,Month-to-Month,Yes,50,165.0,418.0
57346,79,Female,No,Month-to-Month,Yes,46,105.0,355.0
40863,78,Female,No,Month-to-Month,Yes,66,220.2,495.0
12784,65,Male,No,Month-to-Month,No,57,210.1,480.0
18434,47,Female,No,One year,Yes,55,169.9,410.0
61236,61,Female,No,Month-to-Month,No,41,155.0,324.0
68665,30,Male,No,Month-to-Month,No,59,162.4,482.0
21612,46,Male,No,Month-to-Month,Yes,70,145.0,509.0
78211,40,Male,Yes,Month-to-Month,No,39,202.6,370.0
25239,57,Male,Yes,One year,No,53,240.1,407.0
64743,41,Male,No,Month-to-Month,No,42,192.5,328.0
67749,34,Female,No,Month-to-Month,No,57,157.5,424.0
90034,83,Female,No,Month-to-Month,Yes,70,115.0,516.0
58521,67,Female,No,Month-to-Month,Yes,69,140.0,502.0
76306,72,Male,No,Two Year,Yes,65,125.0,494.0
80126,43,Female,No,Month-to-Month,No,49,195.0,369.0
68821,74,Male,No,Month-to-Month,Yes,53,220.1,406.0
62514,78,Female,No,Month-to-Month,No,59,117.4,451.0
91762,24,Female,No,Month-to-Month,Yes,55,95.0,430.0
70512,75,Female,No,One year,Yes,63,105.0,476.0
49815,80,Male,Yes,Month-to-Month,No,62,237.7,531.0
95758,74,Male,No,Month-to-Month,No,69,152.5,536.0
20852,33,Male,No,Month-to-Month,No,46,169.9,346.0
54616,67,Male,No,Month-to-Month,Yes,71,115.0,500.0
34705,39,Male,No,Month-to-Month,No,39,185.0,312.0
48137,32,Male,No,Two Year,Yes,64,207.5,481.0
84774,43,Male,No,One year,Yes,68,235.1,558.0
44065,25,Female,No,Month-to-Month,Yes,63,200.1,502.0
38826,89,Female,No,Month-to-Month,No,64,172.5,462.0
12077,65,Male,No,Month-to-Month,No,62,149.9,481.0
21734,76,Female,No,Month-to-Month,Yes,59,170.0,434.0
33549,58,Male,No,One year,Yes,72,147.5,509.0
43402,72,Female,No,One year,No,44,160.0,317.0
12823,28,Female,No,Two Year,No,69,160.0,525.0
41840,52,Female,No,Two Year,Yes,44,127.4,353.0
17035,89,Male,No,Month-to-Month,No,51,162.5,369.0
24747,57,Female,No,Month-to-Month,Yes,37,220.1,306.0
59471,38,Male,No,Month-to-Month,No,55,162.5,418.0
81122,30,Male,No,Two Year,Yes,64,150.0,478.0
57384,22,Male,No,Month-to-Month,No,46,125.0,337.0
46791,27,Male,No,One year,Yes,48,222.6,405.0
59106,36,Male,No,Two Year,Yes,60,220.1,459.0
72616,85,Female,No,Month-to-Month,Yes,64,137.5,478.0
41616,84,Male,No,One year,Yes,42,137.5,338.0
18445,31,Male,No,Month-to-Month,Yes,54,242.6,427.0
43723,82,Male,No,Month-to-Month,Yes,64,162.5,460.0
62515,87,Male,No,Month-to-Month,Yes,58,155.0,464.0
7675,75,Male,No,Month-to-Month,Yes,59,192.5,440.0
94941,70,Male,No,Month-to-Month,Yes,71,165.0,550.0
45888,19,Male,No,One year,Yes,56,80.0,400.0
73659,77,Female,No,Two Year,Yes,54,242.6,414.0
4037,80,Female,No,One year,No,61,182.4,477.0
35083,70,Female,No,Month-to-Month,No,52,220.1,387.0
32817,33,Male,No,One year,No,64,172.5,472.0
62996,54,Male,No,Month-to-Month,Yes,66,132.5,520.0
20751,23,Female,No,Two Year,No,52,172.5,427.0
68969,58,Male,Yes,Month-to-Month,No,49,130.0,367.0
75656,41,Female,No,One year,Yes,71,220.1,571.0
78405,55,Female,No,Two Year,Yes,48,117.5,349.0
22807,59,Female,No,Month-to-Month,No,68,117.4,523.0
49251,80,Female,No,Two Year,No,63,262.6,486.0
28529,84,Female,No,Month-to-Month,Yes,69,165.0,499.0
47858,60,Male,No,Two Year,No,65,187.7,492.0
1082,24,Female,No,Two Year,Yes,61,157.5,446.0
12767,61,Female,No,Two Year,Yes,65,137.5,467.0
14721,68,Male,No,Two Year,No,61,197.5,497.0
33830,49,Male,No,Month-to-Month,Yes,56,235.1,475.0
38061,71,Male,No,Two Year,Yes,61,182.5,450.0
44106,32,Male,No,One year,Yes,43,190.2,366.0
14477,58,Female,No,Two Year,Yes,65,242.6,493.0
99026,35,Female,No,Month-to-Month,No,64,182.5,467.0
90740,31,Female,No,One year,Yes,67,112.5,467.0
94403,43,Female,Yes,Month-to-Month,Yes,44,235.2,394.0
92398,19,Male,No,Month-to-Month,Yes,56,192.5,420.0
48350,53,Male,No,Two Year,No,61,184.9,486.0
46845,41,Female,No,Two Year,Yes,68,125.0,476.0
36564,50,Female,No,Two Year,No,67,160.0,478.0
83544,77,Male,No,Month-to-Month,No,55,147.5,427.0
58528,56,Female,No,Two Year,No,72,165.0,576.0
74349,55,Female,No,One year,No,42,287.6,347.0
49960,27,Male,No,One year,Yes,69,139.9,537.0
72714,68,Male,No,Two Year,Yes,61,150.0,450.0
71416,61,Female,No,Month-to-Month,Yes,68,117.4,517.0
2813,37,Male,No,Two Year,No,66,287.6,529.0
58001,23,Female,No,Month-to-Month,Yes,60,217.5,457.0
71247,33,Male,No,One year,Yes,67,255.2,548.0
26581,88,Male,No,Month-to-Month,No,70,137.5,490.0
77613,74,Male,Yes,Month-to-Month,No,63,245.1,486.0
72156,25,Female,No,One year,No,56,242.6,444.0
15870,68,Female,No,Two Year,No,47,105.0,360.0
55772,83,Female,No,Month-to-Month,Yes,69,185.0,507.0
7009,62,Female,No,Month-to-Month,No,68,240.1,510.0
12138,20,Male,No,Two Year,Yes,65,235.1,551.0
80542,23,Female,No,Month-to-Month,Yes,64,149.9,504.0
54173,76,Female,No,One year,Yes,69,120.0,495.0
